id,name,entity_key,record_kind,source,finding_aid_url,organized,mustered_out,history_excerpt
cw-regiments:us-ny-inf-149,149th New York Infantry,US-NY-INF-149,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,"June 12, 1805","149th REGIMENT INFANTRY. (""4th ONONDAGA."") — Org. at Syracuse and mustered in Sept. 18, 1862. Sept, 1B02, 2 Brig, 1 Div, 12 Corps, Potomac. Oct, 1862, 4 Brig, I IMv, 12 Corns, Potomac. Oct, 1862, 3 Brig, 2 Div, 12 Corps, Potomac. Oct, 1863, 3 Brig, 2 Div, 12 Corps, Cumb'd. April, 1864, 3 Brig, 2 Div, 20 Corps, Mustered out June 12, 1805. 150th REUIMENT INFANTRY. (""DUCHESS 00. REGIMENT."") — Org. at Poughkeepsie and mustered in Oct. 10, I8U2. Oct, 1862. Bnlto., Md, 8 Corps, Middle Dept. .lanv, 1863, 2d Separate Brig, 8 Corps. Feby, 1863. 3d Separate Brig, 8 Corps. Julv, 1863, 2 Brig, 1 Div, 12 Corps. Potomac. Julv, 1863,* S Brig, 1 Div, 12 Corps, Potomac. Oct, 1863, 3 Brig, I Div, 12 Corps. Cumb'd. April, 1804 , 2 Brig, 1 Div, 20 Corps. Mus- tered nut June 8. 1865. 15 1st REUIMENT INFANTRY. Orir. nt l^kporl and mustered in Oct. 22, 1862. Oct, 1862. Def. Balto, Md . 8 Corps, Middle Dept. Jan v., 18C3, 3d Separate Brig, 8 Corps. June, 1H«3, 3 Prov'l Brig, French's Div, 8 Corps. July, 1863, I Brig, 3 l>iv.. 3 Corrw, Potnmne. April, 1H04, 1 Brig, 3 Div, 6 Corpii, Potomac. July. 1864. 1 Brig, 3 Div, 6 Corps. Middle Mil. Div. Dec, 1864, 1 Brig, 3 Div, 6 Corps, Potomac. Mustered out June 26"
cw-regiments:us-ny-inf-153,153rd New York Infantry,US-NY-INF-153,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,"Oct 2, 1865","153rd REGIMENT IN KANTRY.— Org. at Fond* and mustered in Oct. 17, 1802. Oct., 1882, Prov'l Brig., Aber crombie's Div, Del. Washington. Oct., 1S02, Disc Alex., Def. Washington. Feby, 1863, Dist. Alex., 22 Corps. Aug., 1863, Martindale's Command, Garrison of Wash ington, 22 Corp*. Febv, 1864, 1 Brig., 1 Div., 19 Corp*. Gulf. July, 1804, 1 Brig.. 1 Div., Middle Mil. Div. March, 1865, 2 Brig., 1 1'rov'l Div., Army Shenandoah. April, 1885, 2 Brig., Dwight's Div., Dept. Washington. June. 1885, Diat. Ga, Dept. South. Mustered out Oct 2, 1865."
cw-regiments:us-ny-inf-154,154th New York Infantry,US-NY-INF-154,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,"June II, 1865","154th REGIMENT IN KANTRY. — Org. at Jamestown and mustered in (Sept. 24. 1862. Kept., 1862, 1 Brig., 2 Div., II Corpa, Potomac. Oct., 1883, 1 Brig., 2 Div., U Corps, Cumb'd. April, 1864, 2 Brig., 2 Div.. 20 Corps. Mustered out June II, 1865."
cw-regiments:us-ny-inf-155,155th New York Infantry,US-NY-INF-155,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,"Julv 15, 1865","155th REGIMENT IN KANTRY. — Org. at New York City and mustered in Nov. 18, 1862. Nov.. 1882, New- port Mews, Va., Dept. Va. Doe., 1862, Corcoran** Brig., Div. at Suffolk, 7 Corps, Dept. Va. April, 1863, 3 Brig., I Div., 7 Corps, Dept. Va. July, 1863, Corcoran's Brig., King's Div., Def. Washington, 22 Corpa. Nov., 1883, 1 Brig., Corcoran's Dir., 22 Corps. Dec, 1863, 2 Brig., Tyler's Div., 22 Corps. May, 1862, 4 Brig., 2 Div., 2 Corps. Potomac, Juno, 1864, 2 Brig., 2 Div., 2 Corps, Potomac. Mustered out Julv 15, 1865."
cw-regiments:us-ny-unk-158,158th New York In Kantrv,US-NY-UNK-158,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,"Julv 10, I86S","158th REGIMENT IN KANTRV. (""THE MOUNTAIN LEGION."") — Org. at KingBton and mustered in Nov. 17, I8C2. Dec. 1862, Sherman's Div., Dept. Gulf. Jany., 1863, I Brig., 3 Div., IB Corn*. Gulf. Jany., 1803, 3 Brig., 3 Dir., IB Corps, Gulf. July, 1863, 2 Brig., 1 Div., IB Corps, Gulf. Febv, 1864, 3 Brig., 2 Div., IB Corps, Gulf. July, 1864, 3 Brig.. 2 Div., )» Corps, Middle Mil- Div. Jany., 1865, 3 Brig., Grover's Div., Diat. Savannah, Ga, Dept. South. March, 1865, 3 Brig., 1 Div., 10 Corps, Armv Ohio, Dept. N. C. April, 1865, Dept. Ga. Mus- tered out Oct. 23, 1865. 157th RKGIMENT INFANTRY.— Org. at Hamilton and mustered in Sept. IB, 1862. Sept., 1862, 1 Brig., 3 Div., II Corps, Potomac. July, 1883, 2 Brig., 1 Div., 11 Corpa, Potomac. Aug., 1863, 2 Brig., Gordon's Div., Folly Island, 8. C, 10 Corps, Dept. South. Fcby., 1864, 1 Brig-, Ame*' Div., Dist. Fla. April, 1864, Dist. Fla., Dept. South. June. 1864, Dist. Hilton Head, S. C, Dept. South. Oct., 1864, 3d Separate Brig., Dept. South. Nov., 1864, 1 Brig.. Coast Ulv, Dept. Smith. Febv., 1865, 1st Separ- ate Brig, Northern Dist., Dept. South. March, 1865, 1st Separate Brig.. Dist. Charleston, Dept. South. Mustered out Julv 10, I86S. 158th RK"
cw-regiments:us-ny-inf-160,160th New York Infantry,US-NY-INF-160,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,Nov,"160th REGIMENT INFANTRY— Org. at Auburn and mustered in Nov. 21, 1862. Dec, 1862, Sherman's Div., Dept. Gulf. Jany., 180.1, 2 Brig.. 1 Div.. 10 Corps, Gulf. July, 18(13, 3 Brig.. I Dir., lit Corps, Gulf. Fcbv., 1864. 2 Brig.. 1 Div.. 19 Corps. Gulf. June, 1864, 3 Brig., 1 Div., 19 Corps, Gulf. July, 1864, 3 Brig., 1 Div, 19 Corps, Middle Mil. Div. March, 1865, 3 Brig., 1 ProVl Div,, Army Shenandoah. April, 1865, 3 Brig., Dwight's Div, Dept. Washington. June, 1865, 3 Brig, Dwight's Div, Dept. South. Mustered out Nov. 1, 1865. 161st RKGIMENT IN KANTRY. — Org. at to Oct, 1862. Dec, 1862, Grover's Div, Gulf. Jany, 1883, 3 Brig, 1 Div, 19 Corps, Gulf. Aug, 1843, 1 Brig, 1 Div, 19 Corps, Gulf. June, 1864, Bailev'a Engr. Brig, Gulf. Aug, 1804, 3 Brig, 2 Div, 19 Corp*, Gulf. Aug., 1864, Guppy's Brig, U. S. Forces, Mobile Bay. Dec, 1864. L. S. Forces, Res. Corps, Mouth of Whit*. River, Mil. Div. West Miss. F«by, 1866, 3 Brig, 1 Div, Res. Corps. M. D. W. M. Febv, 1865, 3 Brig, 1 Div, 13 Corps. M. D. W. M. May, 1*865, Dist W. Fla, Dept. Fla. July, 1865, Sub Dist, Key West Dial, Middle Fla, Dept. Fla. Mustered out Nov. 12, 1885."
cw-regiments:us-ny-inf-182,182nd New York Infantry,US-NY-INF-182,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,"Oct, 13, 1865","182nd REGIMENT INFANTRY. (""3rd METROPOLI- TAN GUARD."")— Org. at New York, Aug. 22 to Oct. 18, 1802. Oct, 1862, Abercrombie'a Div, Def. Washington. Dec, 1862, Sherman's Div, Gulf. Jany, 1863, 3 Brig,, 3 Div, 19 Corps, Gulf. March, 1803, 1 Brig, 3 Div, 18 Corps, Gulf. Mar, 1863, 1 Brig, 2 Div, 19 Corps, Gulf. Aug, 1863, 1 Brig, 3 Div, 19 Corps, Gulf. Febv, 1864, 3 Brig, 1 Div, IB Corps, Gulf. Julv, 1864, 3 Brig, 1 ]Mv, 19 Corps, Middle Mil. Div. March, 1865, 3 Brig., 1 Prov'l Div, Army Shenandoah. April, 1865, 3 Brig, Dwight's Div, Dept. Washington. June, 1865, Dept. Ga, Mustered out Oct, 13, 1865."
cw-regiments:us-ny-inf-163,163rd New York Infantry,US-NY-INF-163,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,,"163rd REGIMENT INFANTRY. (""3rd EMPIRE REO IMENT."") — Org. at New York City and mustered in Oct. 10, 1802. Oct, 1862, Carroll's 2 Brig, Whipple's Div, Def. Washington. Nov, 1882. 2 Brig, 3 Div, 3 Corps, Potomac. Transferred to ""3rd N. Y. lnfy, Janv. 20, 1883."
cw-regiments:us-ny-inf-164,164th New York Infantry,US-NY-INF-164,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,"July 16, 1865","164th REGIMENT INFANTRY. (""CORCORAN GUARD."")— Org. at New York City. Sept. and Oct, 1862. Nov, 1802, Newport News, Va, Dept, Va. Dec, 1862, Corcoran's Brig, Div. at Suffolk, Va, 7 Corps, Dept. Va. April, 1863, 3 Brig, 1 Div, 7 Corps. July, 1863, Cor- coran's Brig, King's Div, 22 Corps. Nov, 1863, 1 Brig, Corcoran's Div, 22 Corpa. Dec. 1863, 2 Brig, Tyler's Div, 22 Corps. May, 1864, 4 Brig, 2 Div, 2 Corp*, Po- tomac June, 1884, 2 Brig, 2 Div, 2 Corps, Potomac. Mustered out July 16, 1865. Ifl5th REGIMENT INFANTRY.— Org. at New York City, Nov, 1862. Dec, 1862, Indpt. Command, Dept. Gulf. Janv, 1863, 3 Brig, 2 Div, IB Corps, Gulf. Julv. 1863, 1 Brig, 3 Div, IB Corps, Oulf. Feby, 1864, S Brig, 1 Div, 19 Corps, Gulf. July, 1804. 3 Brig, 1 Div, 19 Corps, Middlo Mil. Div. March, 1865, 3 Brig, 1 Prov'l Div, Army Shenandoah. April, 1865. 3 Brig, Dwight's Div, Dept. Washington. June, 1865, 3 Brig, Dwight's Div, Dept. South. Mustered out Sept. I, 1865."
cw-regiments:us-ny-inf-166,166th New York Infantry,US-NY-INF-166,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,,166th REGIMENT INFANTRY.— ( Failed to complete organixation. ) T«7th REGIMENT INFANTRY.— (Failed to complete
cw-regiments:us-ny-inf-170,170th New York Infantry,US-NY-INF-170,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,Julv 16,"170th REGIMENT INFANTRY. <""4th CORCORAN LEGION."")-Org. at New York City and mustered in at Statcn Island, Oct. 7. 186?. Nov.. 1.8,02, Newport REGIMENTAL INDEX 199 News, Va, Dept Va. Dee., 1862, Corcoran 's Brig., DIv. at Suffolk, Va., 7 Corps, Dept. Va. April, 1863, 3 Brig., 1 Div, 7 Corp*, Dept. Va. Julv, 1883, Corcoran'* Brig., King'* Div, 22 Corp*. Nov, S863, 1 Brig., Coroorana Dir., 22 Corps. Dm., 1863, 2 Brig., Tyler'* Div., 22 Corp*. May, 1884, 4 Brig., 2 Div., 2 dorp*, Potomac. June, 1864, 2 Brig., 2 Div., 2 Corpa, Potomac Mustered out Julv 16. 1865. 171*1* REGIMENT INFANTRY.— (Failed to complcU organization.)"
cw-regiments:us-ny-inf-172,172nd New York Infantry,US-NY-INF-172,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,,172nd REGIMENT IN FANTRY. — ( Failed to complete orpiniz-Tti^n. 1
cw-regiments:us-ny-inf-173,173rd New York Infantry,US-NY-INF-173,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,,"173rd REGIMENT INFANTRY. (""4th NATIONAL GUARD."")— Org. at Brooklyn, Oct, and Nov., 1862. Dec, 1862, Graver's Dir., Dept Gulf. Jany, 1863, 2 Brig., 3 Div., 19 Corp*, Gulf. Sept., 1863, 1 Brig., 3 Div., 19 Corpa, Gulf. Feb}-., 1864, 1 Brig., 1 Dir.. 19 Corp*. March, 1864, 3 Brig., 1 Div., 19 Corp*, Gulf. July, 1864. 3 Brig., I Div., 19 Corp*. Middle Mil Div. March, 1865, 2 Brig, 1 Prov'l Div, Army Shenandoah. April, 1866, 3 Brig., Dwight's Div., Dept. Washington. July, 1865, Sub Dirt. Ogecchee. Dirt. Savannah, Dept. SoutJ nut Oct. 18, 18A5."
cw-regiments:us-ny-inf-174,174th New York Infantry,US-NY-INF-174,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,,"174th REGIMENT INFANTRY. (""5th METROPOLI- TAN GUARD.""! — Org. at New York City and mustered in Nov. 12, 1862. Dec., 1862, Grover""* Dir., Dept. Gulf. Jany.. 1863. 2 Brig., 1 Dir., 19 Corps, Gulf. Jany., 1863, 3 Brig., 1 Div., 19 Corps, Gulf. Aug., 1863, 1 Brig., 1 Div., 19 Corp*, Gulf. Consolidated with 162nd N. Y. Infv., Feby. 17, 1864."
cw-regiments:us-ny-inf-175,175th New York Infantry,US-NY-INF-175,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,Nov,"175th REGIMENT IN FANTRY. — Org. in New York at large, Sept and Oct., 1862. Nov., 1862, Suffolk, Va, Dept. Va. Jany, 1863, 3 Brig, 3 Div., 19 Corps, Gulf. Mar, 1863, 3 Brig, 2 Div, 19 Corps, Gulf. Aug., 1863, 2 Brig., 1 Div, 19 Corps, Gulf. Feby, 1864, 3 Brig, 2 Div, 19 Corps, Gulf. July, 1864, 3 Brig, 2 Div, 19 Corps, Middle Mil. Div. Jany, 1865, 3 Brig, Graver's Div, Dist. Savannah, Dept. South. March, 1865, 3 Brig., 1 Div, 10 Corp*. Army Ohio, Dept. N. C. April, 1866, Dist. Savannah, Dept. South- July, 1866, Dist. Ga, Dept South. Mustered out Nov. 29, 1885."
cw-regiments:us-ny-inf-176,176th New York Infantry,US-NY-INF-176,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,,"176th REGIMENT INFANTRY. ( ""IRONSIDES."" ) — Org. at New York Nov. 20, 1862, to Jany. 10, 1883. Jany, 1863, Def. New Orleans, I*. Feby, 1864, 1 Brig, 2 Div, 19 Corps, Gulf. June, 1884, 3 Brig, 2 Div, 19 Corps, Gulf. July, 1864, 3 Brig, 2 Div, 19 Corp*, Middle Mil. Div. Janv, 1865, 3 Brig, Grover1* Div, Dist. Savannah, Ga, Dept South. March, 1865, 3 Brig, 1 Div, 10 Corps, Annv Ohio, Dept. N. C. April, 1865, Dirt. Savannah, Dept. South. July. 1865, Dist. Ga, Dept. South. Mus tered out April 27, 1866."
cw-regiments:us-ny-inf-177,177th New York Infantry,US-NY-INF-177,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,"Sept 10, 1863","177th REGIMENT INFANTRY. (""10th NATIONAL O CARD.')— Org. at Albany and mustered in Nov. 21, 1862. Jany, 1863, 3 Brig, 2 Div, 19 Corp*, Gulf. July. 1863. 1 Brig, 3 Dir, 19 Corps, Gulf. Mustered out Sept 10, 1863."
cw-regiments:us-ny-inf-178,178th New York Infantry,US-NY-INF-178,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,,"178th REGIMENT INFANTRY.— Org. at Slatcn Island June 18, 1863. June, 1863, 3 Brig, DcRusxy's Div, 22 Corpa. July, 1863, Provost Guard, Washington, D. C, 22 Corps. Nov, 1863, Dirt. Columbus, Ky, 6 Div, 16 Corpa Tenn. Jany, 1864, 3 Brig, 3 Div, 16 Corpa, Tenn. March. 1864, 3 Brig, 3 Div, 16 Corps, Det. Army Tenn, Dept. Gulf. Dec, 1864, 3 Brig, 2 Div, Det Army Tenn, Dept. Cuuh'd. Feby, 1865, 2 Brig, 3 Div, 16 Corps, Mil. Div. West Ml**. Aug, 1865, Dist Ala, Dept Gulf. Murtered out April 20, 1866."
cw-regiments:us-ny-inf-179,179th New York Infantry,US-NY-INF-179,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,,"179th REGIMENT IN FANTR Y.-Org. at Elmlra and mustered In bv Co'*. April 5 to Sept. 15, 1864. May, 1864. Def. Washington, 22 Corps. June, 1864, 2 Brig, 1 Div. 9 Corps, Potomac. June, 1884, 1 Brig, 1 Div, 9 Corps, Potomac. July, 1864, 2 Brig, 1 Div, 9 Corps, Potomac. Sept, 1864, 2 Brig, 2 Div, 9 Corps, Potomac. Murtered out June 8, 1865. lSOth REGIMENT INFANTRY. — (Failed to oomplct.- orcnnic»t.i<in. ) I81»t REGIMENT IN PANTRY.— (Failed to complete orpri nidation.)"
cw-regiments:us-ny-inf-183,183rd New York Infantry,US-NY-INF-183,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,,183rd REGIMENT IN FANTRY. — Failed to complete organizatinn. )
cw-regiments:us-ny-inf-184,184th New York Infantry,US-NY-INF-184,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,June 29,"184th REGIMENT INFANTRY.— Org. at Oswego and mustered in at Elmirn, Sept. 12, 1864. Sept, 1864, Def. Bermuda Hundred, Va, Dept. Va. and N. C. Sept, 1864, 1 Brig, 3 Div, 6 Corp*, Potomac. (Co'». A. B, D, F). Dec, 1864. Separate Brig, Army James. Mustered out June 29. 1865."
cw-regiments:us-ny-inf-185,185th New York Infantry,US-NY-INF-185,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,"Mav 30, 1865","185th REGIMENT INFANTRY.— Org. at Syracuse and mustered in Sept. 19, 1964. Sept, 1864, 1 Brig, 1 Div, 6 Corps, Potomac. Mustered out Mav 30, 1865."
cw-regiments:us-ny-inf-188,188th New York Infantry,US-NY-INF-188,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,"Julv 1, 1865","188th REGIMENT INFANTRY.— OTg. at Rochester and mustered in Oct. 4-22, 1864. Oct, 1864. 2 Brig, 1 Div, 5 Corps, Potomac. Mustered out Julv 1, 1865. IBflth REGIMENT I N FANTRY.— Org. at Elmira, Oct. 3, 1864. Oct, 1864. 2 Brig, 1 Div, 5 Corps, "" Mustered out June I, 1865."
cw-regiments:us-ny-inf-187,187th New York Infantry,US-NY-INF-187,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,"July 1, 1805","187th REGIMENT INFANTRY.— Org. at Buffalo and mustered in Oct. 13, 1804. Oct, 1884, 2 Brig, 1 Div, 5 Corps, Potomac. Mustered out July 1, 1805."
cw-regiments:us-ny-inf-190,190th New York Infantry,US-NY-INF-190,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,,190th REGIMENT IN FANTRY'. — ( Failed to organization.)
cw-regiments:us-ny-inf-191,191st New York Infantry,US-NY-INF-191,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,,191st REGIMENT 1 N FANTRY. — ( Failed to complete organization. )
cw-regiments:us-ny-inf-192,192nd New York Infantry,US-NY-INF-192,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,Aug,"192nd REGIMENT IN FANTRY. — Org. nt Albany and mustered in bv Co's. March 13 to April 8, 1865. April, 1865, 3 Brig, 3 Prov'l Div, Army Shenandoah. Mustered out Aug. 25, 1865."
cw-regiments:us-ny-inf-193,193rd New York Infantry,US-NY-INF-193,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,,"193rd REGIMENT INFANTRY.— Org. at Albany and murtered in !>y Co'*. March 6 to April 9, 1865. April, I860, 3 Brig, 3 Prov'l Div, Armv Shenandoah. Mus- tered out Jany. 28, 1806."
cw-regiments:us-ny-inf-194,194th New York Infantry,US-NY-INF-194,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,"Mav 3 to Mav 10, 1865","194th REGIMENT IN FANTRY'.— Org. at Elmira and mustered in March 29 to April 27, 1805. Mustered out Mav 3 to Mav 10, 1865. INDEPENDENT BATTALION. (""ENFAN'S PERDU.""! — Org. at New York April to June, 1H02. April, 1862, I'natt, Yorktown, Va, 4 Corps, Potomac. July, 1862, 1 Brig, 2 Div, 4 Corps, Potomac. Dec, 1862, Naglee'a Brig, Dept. N. C. Janv, 1863, 2 Brig, 2 Div, 18 Corps, Dept. N. C. Febv, 1803, 1 Brig, 2 Div, 18 Corps, Dept South. April, 1863, Dist Beaufort, S. C, 10 Corp*. June, 1863, St. Helena Island, 8. C, 10 Corps. July, 1863, 1 Brig, Follv Island, 8. C, 10 Corps. July, 1863, 1 Brig, 2 Div, Morris Island, S. C, 10 Corps. July, 1863, 2 Brig, Morris Island. N. C, 10 Corp*. Aug, 1863. Davis' Brig, Follv Island, S. C, 10 Corp*. Aug, 1863, 5 Brig„ Morri* Island, R. C, 10 Corps. Nov, 1863, 2 Brig, Morris Island, 8. C, 10 Corps. Dec, 1863. Dist. Hilton Head, S. C, 10 Corps. Transferred to 47th N. Y. Infy, Jany. 30, 1864."
cw-regiments:us-nc-ha-1,1st North Carolina Heavy Artillery,US-NC-HA-1,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,,"1st REGIMENT HEAVY ARTILLERY, AFRICAN DESCENT.— Org. at New Berne and Morehead City, N. C, March, 1864. March, 1864, Dirt. New Berne, N. C, Dept. Va. and N. C. Designation changed to 14th IT. S. Colored Heavy Artilly March 17, 1864, which sec."
cw-regiments:us-nc-inf-1,1st North Carolina Infantry,US-NC-INF-1,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,"June 27, 1805","1st REGIMENT INFANTRY.— Org. June 27, 1882. July, 1862, I'natt, Dept. N. C. Dec, 1862, Unatt. 18 Corps, Dept. N. C. Janv, 1863, Unatt, 5 Div, 18 Corps, Julv, 1863, Diet. Pamlico, IVpt. Va. and N. C. • April, 1864, Sub Di*t, Beaufort, N. C, Dept. Va. and N. C. Janv, 1865, 8ub DiBt. New Berne, N. C, Dept. N. C. Mustered out June 27, 1805."
cw-regiments:us-nc-inf-2,2nd North Carolina Infantry,US-NC-INF-2,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,Aug,"2nd REGIMENT MOUNTED INFANTRY. — Org. at Knoxville, Icon, Oct, 1863. Oct., 1863, 1 Brig, Will- eox's Div, Left. Wing forces Dept. Ohio. Jany., 1804, Dist. Clinch, Dept. Ohio. April, 1884, 1 Brig, 4 Div, 23 Corp*. Ohio. Fcby, 1805, 1 Brig, 4 Div, Diat. Eaat Tenn, Dept. Cumb'd. Mustered out Aug. 16, 1865."
cw-regiments:us-nc-inf-3,3rd North Carolina Infantry,US-NC-INF-3,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,Aug,"3rd REGIMENT MOUNTED INFANTRY.— Org. at Knoxville, Tenn, June, 1864. July, 1804, 2 Brig, 4 Div, 23 Corps, Dept. Ohio. Fcby, 1808, 2 Brig, 4 Div, Dist. Eaat Tenn, Dept. Cnmb'd. Mustered out Aug. 8, I860."
cw-regiments:us-oh-cav-2,2nd Ohio Cavalry,US-OH-CAV-2,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,Feby,"2nd BATTALION CAVALRY. — Org. at Columbus and mustered in (1st Co.) Aug. 6, 1864, and (2nd Co.) Oct. 16, 1864. Muslered out (1st Co.) Oct. 16, 1864, and (2nd Co.) Dec. 16, 1864. 4th INDPf. BATTALION CAVALRY. — Org. at Cinein- nati, Aug. 3 to Sept. 20, 1863. Mustered out Feby. 15 to March 14, 1864. 5th 1NDP1"". BATTALION CAVALRY.— Org. at Colum- bus, July 9 to Sept. 2, 1863. Mustered out Feby. 15, 1864. KURDSALL'S INDPT. CAVALRY COMPANY. — Org. at Carthage, June 5, 1861. June, 1861, Rosecrans' Brig, Army Occupation, W. Va. July, 1861, 1 Brig, Army Oc- cupation, YV. Va. Mustered out Aug. 23, 1861. GEORGE'S INDPT. CAVALRY COMPANY.— Org. at awha Una.. Gallipolis, July 2, 1861. July, 1861, Cox's : W. Va. MusteTed out Sept. 19, 1861. 3rd LNDPT. CAVALRY COMPANY.— Org. at Camp Chase, July 4, 1661. July. 1861, Cox's Kanawha Brig, Army Occupation. W. Va. Oct, 1861, Dist. Kanawha, Dept. W. Va. March, 1862, Kanawha Div, Mt. Dept. Sept, 1862, Kanawha Div, 9 Corps, Potomac. Oct, 1862, Kanawha Div, Dist. \V. Va, Dept. Ohio. March, 1863, 4 Separate Brig, 8 Corps, Middle Dept. June, 1863, Averill's 4 Separate Brig, Dept. W. Va. Dec, 1863, 2 Brig, 4 Div, W. Va. April, 1864, Kelly's Command, Res. Div,"
cw-regiments:us-oh-cav-3,3rd Ohio Cavalry,US-OH-CAV-3,entity,"Frederick H. Dyer, A Compendium of the War of the Rebellion (1908), Part 3",https://www.nps.gov/subjects/civilwar/search-battle-units.htm,,Aug,"3rd REGIMENT CAVALRY.— Org. at Camp Worcester, Sept. 4 to Dec, II, I8UI. Janv, 1862. ('amp Dennison, Ohio. Fcby, 1802. JclTcrwmvirie, Ind. March, 1802, fl Div, Army Ohio. June, 1802. Cav. Brig, Army Ohio. Sept, 1802, 2 Brig, Cnv. Div, Armv Ohio Nov,"" 1802, 2 Brig,, Cav. Div, ( unib'd. .Innv, 1803. 2 Brig, 1 Cav. Div, Cumb'd. March, 18n:t, 2 Brig, 2 Cav. Div, Cumb'd. Oct, 1804. 2 Brig, 2 Div, Wilson's Cav. Corps, Mil. Div. Mi«s. Mustered out Aug. 4, 1865."
