id,name,given,surname,birth_year,event_year,notes,source,finding_aid_url
acadian-deportation:laroque-770,Angouleme,Angouleme,Berteau,c. 1732,1752,child in the 1752 census; at Port Dauphin,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-771,Antoine Sabot,Antoine,Sabot,c. 1723,1752,head — fisherman in the 1752 census; at Port Dauphin; native of Cap de Rey,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-772,Jeanne Le Grand,Jeanne Le,Grand,c. 1729,1752,wife in the 1752 census; at Port Dauphin; native of Scatary,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-773,Guillaume,Guillaume,Sabot,c. 1745,1752,child in the 1752 census; at Port Dauphin,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-774,Jean Marc,Jean,Marc,c. 1749,1752,child in the 1752 census; at Port Dauphin,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-775,Jeanne,Jeanne,Sabot,c. 1740,1752,child in the 1752 census; at Port Dauphin,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-776,Anne,Anne,Sabot,c. 1742,1752,child in the 1752 census; at Port Dauphin,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-777,Madeleine,Madeleine,Sabot,c. 1744,1752,child in the 1752 census; at Port Dauphin,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-778,Jean Dubarbier,Jean,Dubarbier,c. 1718,1752,head — fisherman in the 1752 census; at Port Dauphin; native of Bayonne,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-779,Guillemette Sabot,Guillemette,Sabot,c. 1725,1752,wife in the 1752 census; at Port Dauphin; native of Cap de Re,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-780,Jean,Jean,Dubarbier,c. 1746,1752,child in the 1752 census; at Port Dauphin,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-781,Marie Jeanne,Marie,Jeanne,c. 1749,1752,child in the 1752 census; at Port Dauphin,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-782,Cap de Re,Cap de,Re,c. 1725,1752,child in the 1752 census; at Port Dauphin,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-783,Sebastia La Fond,Sebastia La,Fond,c. 1742,1752,child in the 1752 census; at Port Dauphin,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-784,Louis Grandville,Louis,Grandville,c. 1717,1752,head — fisherman in the 1752 census; at Port Dauphin; native of Calais,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-785,Michelle Sabot,Michelle,Sabot,c. 1728,1752,wife in the 1752 census; at Port Dauphin; native of Cap de Re,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-786,Louison,Louison,Grandville,c. 1748,1752,child in the 1752 census; at Port Dauphin,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-787,Barthelemy,Barthelemy,Grandville,c. 1749,1752,child in the 1752 census; at Port Dauphin,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-788,Coutances,Coutances,Grandville,c. 1730,1752,child in the 1752 census; at Port Dauphin,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-789,Malo,Malo,Grandville,c. 1704,1752,child in the 1752 census; at Port Dauphin,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-790,Scatary,Scatary,Grandville,c. 1715,1752,child in the 1752 census; at Port Dauphin,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-791,Jean,Jean,Grandville,c. 1734,1752,child in the 1752 census; at Port Dauphin,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-792,Perrine Desroches,Perrine,Desroches,c. 1712,1752,head — fisherman in the 1752 census; at la Baleine; native of the coast of Plaisance,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-793,Francois Dupont,Francois,Dupont,c. 1730,1752,child in the 1752 census; at la Baleine,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-794,Pierre,Pierre,Desroches,c. 1736,1752,child in the 1752 census; at la Baleine,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-795,Perrine,Perrine,Desroches,c. 1733,1752,child in the 1752 census; at la Baleine,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-796,Soissons,Soissons,Desroches,c. 1722,1752,child in the 1752 census; at la Baleine,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-797,Avranches,Avranches,Desroches,c. 1706,1752,child in the 1752 census; at la Baleine,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-798,Malo,Malo,Desroches,c. 1720,1752,child in the 1752 census; at la Baleine,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-799,Joseph MinPnde,Joseph,MinPnde,c. 1720,1752,head — fisherman in the 1752 census; at la Baleine; native of L'Indienne,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-800,Marie Barbe Elie Le Grand,Marie Barbe Elie Le,Grand,c. 1728,1752,wife in the 1752 census; at la Baleine; native of Labrasdor,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-801,Jean Baptiste,Jean,Baptiste,c. 1749,1752,child in the 1752 census; at la Baleine,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-802,Josette,Josette,MinPnde,c. 1744,1752,child in the 1752 census; at la Baleine,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-803,Avranches,Avranches,MinPnde,c. 1700,1752,child in the 1752 census; at la Baleine,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-804,L'Indienne,L'Indienne,MinPnde,c. 1713,1752,child in the 1752 census; at la Baleine,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-805,Pierre,Pierre,MinPnde,c. 1740,1752,child in the 1752 census; at la Baleine,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-806,Malo,Malo,MinPnde,c. 1704,1752,child in the 1752 census; at la Baleine,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-807,La Rochelle,La,Rochelle,c. 1729,1752,child in the 1752 census; at la Baleine,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-808,Avranches,Avranches,MinPnde,c. 1729,1752,child in the 1752 census; at la Baleine,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-809,Saint Brieux,Saint,Brieux,c. 1734,1752,child in the 1752 census; at la Baleine,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-810,Duplessis,Duplessis,Duplessis,c. 1709,1752,head — master surgeon in the 1752 census; at la Baleine; native of Grandville,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-811,Auae Marie Le Large,Auae Marie Le,Large,c. 1707,1752,wife in the 1752 census; at la Baleine; native of Grandville,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-812,Thomas,Thomas,Duplessis,c. 1740,1752,child in the 1752 census; at la Baleine,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-813,Francoise,Francoise,Duplessis,c. 1734,1752,child in the 1752 census; at la Baleine,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-814,Gillette,Gillette,Duplessis,c. 1736,1752,child in the 1752 census; at la Baleine,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-815,Jeanne,Jeanne,Duplessis,c. 1743,1752,child in the 1752 census; at la Baleine,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-816,Charlotte,Charlotte,Duplessis,c. 1745,1752,child in the 1752 census; at la Baleine,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-817,Also Anne Beaulieu,Also Anne,Beaulieu,c. 1734,1752,child in the 1752 census; at la Baleine,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-818,Malo,Malo,Duplessis,c. 1692,1752,child in the 1752 census; at la Baleine,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-819,Orleans,Orleans,Duplessis,c. 1732,1752,child in the 1752 census; at la Baleine,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-820,Brieux,Brieux,Duplessis,c. 1722,1752,child in the 1752 census; at la Baleine,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-821,Julien Francois,Julien,Francois,c. 1740,1752,child in the 1752 census; at la Baleine,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-822,Marie Anne,Marie,Anne,c. 1744,1752,child in the 1752 census; at la Baleine,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-823,Adam Perre,Adam,Perre,c. 1716,1752,head — fisherman in the 1752 census; at la Baleine; native of the coast of Plaisance,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-824,Thomas,Thomas,Perre,c. 1734,1752,child in the 1752 census; at la Baleine,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-825,Canada,Canada,Perre,c. 1721,1752,child in the 1752 census; at la Baleine,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-826,Saint Malo,Saint,Malo,c. 1716,1752,child in the 1752 census; at la Baleine,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-827,Coutances,Coutances,Perre,c. 1733,1752,child in the 1752 census; at la Baleine,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-828,Saint Malo,Saint,Malo,c. 1697,1752,child in the 1752 census; at la Baleine,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-829,Plaisance,Plaisance,Perre,c. 1682,1752,child in the 1752 census; at la Baleine,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-830,Jean Cayssy,Jean,Cayssy,c. 1725,1752,head — orphan in the 1752 census; at Port La Joye; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-831,Marie Thurcsc Dauphin,Marie Thurcsc,Dauphin,c. 1715,1752,wife in the 1752 census; at Port La Joye; native of the town of Quebec,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-832,Cahors,Cahors,Cayssy,c. 1722,1752,child in the 1752 census; at Port La Joye,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-833,Cahors,Cahors,Cayssy,c. 1717,1752,child in the 1752 census; at Port La Joye,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-834,Paul,Paul,Cayssy,c. 1747,1752,child in the 1752 census; at Port La Joye,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-835,Pose,Pose,Cayssy,c. 1747,1752,child in the 1752 census; at Port La Joye,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-836,Quebec,Quebec,Cayssy,c. 1715,1752,child in the 1752 census; at Port La Joye,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-837,Anne Caissy,Anne,Caissy,c. 1737,1752,head — orphan in the 1752 census; at Port La Joye; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-838,Jean Bourg,Jean,Bourg,c. 1683,1752,head — ploughman in the 1752 census; at Riviere du Ouest; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-839,Francoise Aucoin,Francoise,Aucoin,c. 1688,1752,wife in the 1752 census; at Riviere du Ouest; native of TAcadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-840,Francois Bourg,Francois,Bourg,c. 1732,1752,child in the 1752 census; at Riviere du Ouest,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-841,Francoise,Francoise,Bourg,c. 1724,1752,child in the 1752 census; at Riviere du Ouest,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-842,Anne,Anne,Bourg,c. 1726,1752,child in the 1752 census; at Riviere du Ouest,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-843,Marie,Marie,Bourg,c. 1729,1752,child in the 1752 census; at Riviere du Ouest,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-844,Charles Bourg,Charles,Bourg,c. 1720,1752,head — ploughman in the 1752 census; at Riviere du Ouest; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-845,Magdelaine Blanchard,Magdelaine,Blanchard,c. 1732,1752,wife in the 1752 census; at Riviere du Ouest; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-846,Joseph,Joseph,Bourg,c. 1747,1752,child in the 1752 census; at Riviere du Ouest,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-847,Ludivinne,Ludivinne,Bourg,c. 1749,1752,child in the 1752 census; at Riviere du Ouest,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-848,Acadie,Acadie,Bourg,c. 1712,1752,child in the 1752 census; at Riviere du Ouest,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-849,TAcadie,TAcadie,Bourg,c. 1714,1752,child in the 1752 census; at Riviere du Ouest,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-850,Margueritte Joseph,Margueritte,Joseph,c. 1736,1752,child in the 1752 census; at Riviere du Ouest,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-851,Marie Joseph,Marie,Joseph,c. 1737,1752,child in the 1752 census; at Riviere du Ouest,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-852,Ursulle,Ursulle,Bourg,c. 1740,1752,child in the 1752 census; at Riviere du Ouest,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-853,Perptue,Perptue,Bourg,c. 1742,1752,child in the 1752 census; at Riviere du Ouest,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-854,Elisabeth Francoise,Elisabeth,Francoise,c. 1744,1752,child in the 1752 census; at Riviere du Ouest,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-855,Anne Joseph,Anne,Joseph,c. 1747,1752,child in the 1752 census; at Riviere du Ouest,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-856,Angel ique,Angel,ique,c. 1748,1752,child in the 1752 census; at Riviere du Ouest,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-857,Marie Jeanne,Marie,Jeanne,c. 1749,1752,child in the 1752 census; at Riviere du Ouest,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-858,Louis Henry,Louis,Henry,c. 1722,1752,head — ploughman in the 1752 census; at Riviere du Ouest; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-859,Magdelaine Pitre,Magdelaine,Pitre,c. 1727,1752,wife in the 1752 census; at Riviere du Ouest; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-860,Joseph Pitre,Joseph,Pitre,c. 1699,1752,head — ploughman in the 1752 census; at Riviere du Ouest; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-861,Elisabeth Boudrot,Elisabeth,Boudrot,c. 1701,1752,wife in the 1752 census; at Riviere du Ouest; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
