id,name,given,surname,birth_year,event_year,notes,source,finding_aid_url
acadian-deportation:laroque-862,Pierre,Pierre,Pitre,c. 1725,1752,child in the 1752 census; at Riviere du Ouest,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-863,Paul,Paul,Pitre,c. 1742,1752,child in the 1752 census; at Riviere du Ouest,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-864,Jean Baptiste,Jean,Baptiste,c. 1738,1752,child in the 1752 census; at Riviere du Ouest,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-865,Marie Roze,Marie,Roze,c. 1744,1752,head — orphan in the 1752 census; at Riviere du Ouest; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-866,Magdelainne Terriot,Magdelainne,Terriot,c. 1704,1752,wife in the 1752 census; at Riviere du Ouest; native of lAcadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-867,Pierre Henry,Pierre,Henry,c. 1734,1752,child in the 1752 census; at Riviere du Ouest,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-868,Charles,Charles,Roze,c. 1736,1752,child in the 1752 census; at Riviere du Ouest,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-869,Laurent,Laurent,Roze,c. 1741,1752,child in the 1752 census; at Riviere du Ouest,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-870,Francois,Francois,Roze,c. 1746,1752,child in the 1752 census; at Riviere du Ouest,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-871,Marie,Marie,Roze,c. 1730,1752,child in the 1752 census; at Riviere du Ouest,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-872,Francois Pitre,Francois,Pitre,c. 1727,1752,head — ploughman in the 1752 census; at Riviere du Ouest; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-873,Rozalie Henry,Rozalie,Henry,c. 1729,1752,wife in the 1752 census; at Riviere du Ouest; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-874,Victoirc Pitre,Victoirc,Pitre,c. 1734,1752,child in the 1752 census; at Riviere du Ouest,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-875,Charles Guerin,Charles,Guerin,c. 1725,1752,head — ploughman in the 1752 census; at Riviere du Ouest; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-876,Margueritte Henry,Margueritte,Henry,c. 1725,1752,wife in the 1752 census; at Riviere du Ouest; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-877,Marin,Marin,Guerin,c. 1750,1752,child in the 1752 census; at Riviere du Ouest,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-878,Terille,Terille,Guerin,c. 1747,1752,child in the 1752 census; at Riviere du Ouest,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-879,Acadie,Acadie,Guerin,c. 1678,1752,child in the 1752 census; at Riviere du Ouest,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-880,Jean Henry dit Le Neveu,Jean,Henry,c. 1731,1752,head — junior in the 1752 census; at Riviere du Ouest; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-881,Marie Pitre,Marie,Pitre,c. 1731,1752,wife in the 1752 census; at Riviere du Ouest; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-882,Charles Pitre,Charles,Pitre,c. 1729,1752,head — ploughman in the 1752 census; at Riviere du Ouest; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-883,Anne Henry,Anne,Henry,c. 1731,1752,wife in the 1752 census; at Riviere du Ouest; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-884,Charles Thibodeau dit Charlie,Charles,Thibodeau,c. 1723,1752,head — ploughman in the 1752 census; at Riviere du Ouest; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-885,Magdeliene Henry,Magdeliene,Henry,c. 1726,1752,wife in the 1752 census; at Riviere du Ouest; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-886,Helenne,Helenne,Thibodeau,c. 1745,1752,child in the 1752 census; at Riviere du Ouest,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-887,Jean Henry dit le Vieux,Jean,Henry,c. 1684,1752,head — ploughman in the 1752 census; at Riviere du Ouest; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-888,Marie Hebert,Marie,Hebert,c. 1697,1752,wife in the 1752 census; at Riviere du Ouest; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-889,Simon,Simon,Henry,c. 1729,1752,child in the 1752 census; at Riviere du Ouest,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-890,Charles,Charles,Henry,c. 1737,1752,child in the 1752 census; at Riviere du Ouest,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-891,Francois,Francois,Henry,c. 1740,1752,child in the 1752 census; at Riviere du Ouest,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-892,Marie Joseph,Marie,Joseph,c. 1723,1752,child in the 1752 census; at Riviere du Ouest,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-893,Francoise,Francoise,Henry,c. 1733,1752,child in the 1752 census; at Riviere du Ouest,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-894,Joseph Terriaud,Joseph,Terriaud,c. 1699,1752,head — ploughman in the 1752 census; at Riviere du Ouest; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-895,Francoise Melancon,Francoise,Melancon,c. 1708,1752,wife in the 1752 census; at Riviere du Ouest; native of l'Acadie,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
acadian-deportation:laroque-896,Estienne Terriaud,Estienne,Terriaud,c. 1731,1752,child in the 1752 census; at Riviere du Ouest,"Journal and census of the Sieur de la Roque, Île Royale and Île Saint-Jean, 1752 (English translation, Report Concerning Canadian Archives for 1905, vol. II — public domain)",https://archive.org/details/reportconcerning21publ
